,0,1,2,3,4
414,6.940914e-09,0.38892046,0.54982156,0.044490222,0.01676784
415,6.987329e-09,0.42488137,0.5485836,0.004806748,0.021728275
416,7.4341764e-09,0.45320386,0.51897526,0.010201576,0.017619316
417,6.9296786e-09,0.5095344,0.4271851,0.009932678,0.053347867
418,8.771239e-07,0.4926544,0.38287827,0.03568539,0.08878108
419,0.07157178,0.52588266,0.2889237,0.020890022,0.092731774
420,0.15711264,0.51283485,0.2512257,0.020806607,0.05802025
421,0.21556994,0.521908,0.19835456,0.055625696,0.00854186
422,0.37380922,0.51191485,0.08313718,0.031137412,1.4590371e-06
423,0.51422113,0.38342687,0.032293025,0.039042242,0.03101669
