"","cell_ID","Exc L2-3 RORB CCDC68","Inh L3-5 VIP TAC3","Exc L5-6 FEZF2 FILIP1L","Exc L5 THEMIS SLC22A18","Exc L6 THEMIS SNTG2","OPC L1-6 PDGFRA COL20A1","Exc L5-6 FEZF2 C9orf135-AS1","Oligo L2-6 OPALIN FTH1P3","Inh L5-6 PVALB GAPDHP60","Exc L3-5 RORB LNX2","Inh L3-5 VIP IGDCC3","Inh L1-3 SST FAM20A","Exc L5-6 FEZF2 IFNG-AS1","Inh L5-6 PVALB ZFPM2-AS1","Inh L1-3 VIP FNDC1","Exc L2 LINC00507 GLRA3","Inh L1 LAMP5 NMBR","Inh L5-6 LAMP5 CRABP1","Exc L5-6 FEZF2 SH2D1B","Inh L1-2 SST CLIC6","Exc L3 LAMP5 CARM1P1","Inh L5 SST RPL35AP11","Astro L1-6 FGFR3 PLCG1","Inh L1 LAMP5 RAB11FIP1","Exc L3 RORB OTOGL","Exc L6 THEMIS LINC00343","Inh L1 LAMP5 BMP2","Micro L1-6 TYROBP CD74","Exc L6 FEZF2 KLK7","Inh L5 PVALB LRIG3","Inh L1-5 VIP SMOC1","Inh L2-5 PVALB HHIPL1","Inh L1-6 LAMP5 AARD","Exc L3 THEMIS ENPEP","Inh L1 PAX6 MIR101-1","Exc L3-5 RORB RPRM","Inh L5-6 SST ISX","Inh L5-6 SST C4orf26","Inh L1 PVALB SST ASIC4","Exc L5 THEMIS LINC01116","Inh L1-6 PVALB COL15A1","Oligo L3-6 OPALIN LRP4-AS1","Exc L3-5 FEZF2 ASGR2","Inh L1-2 SST CCNJL","Exc L2-3 LINC00507 DSG3","Exc L5 RORB MED8","Inh L2-5 PVALB RPH3AL","Inh L3-5 SST GGTLC3","Oligo L5-6 OPALIN LDLRAP1","Inh L5-6 SST KLHL1","Inh L1-6 LAMP5 CA1","Oligo L3-6 OPALIN ENPP6","Inh L1-2 VIP HTR3A","Exc L5-6 THEMIS SMYD1","Astro L1 FGFR3 SERPINI2","Inh L3 PVALB SAMD13","Inh L5-6 PVALB MEPE","Inh L3-5 VIP HS3ST3A1","Inh L2 PAX6 FREM2","Exc L3-5 RORB LINC01202","Exc L6 FEZF2 POGK","Exc L6 FEZF2 FFAR4","Exc L6 THEMIS SLN","Exc L6 FEZF2 PROKR2","Exc L5-6 THEMIS TNFAIP6","Inh L1-5 VIP PHLDB3","Inh L2 PVALB FRZB","Exc L5 THEMIS VILL","Inh L5-6 PVALB SST CRHR2","Inh L3-5 PVALB ISG20","Exc L5-6 FEZF2 LPO","Exc L3-5 RORB TNNT2","Inh L1-2 VIP WNT4","Inh L1 SST DEFB108B","Endo L2-5 NOSTRIN SRGN","Inh L5-6 SST PAWR","Inh L1 VIP KLHDC8B","Exc L2-3 RORB PTPN3","Inh L5-6 SST BEAN1","Inh L1-6 LAMP5 NES","Exc L2 LAMP5 KCNG3","Exc L5 THEMIS FGF10","Exc L2-3 RORB RTKN2","Exc L5 FEZF2 NREP-AS1","Inh L5-6 PVALB KCNIP2","Inh L2 VIP SLC6A16","Inh L5-6 SST PIK3CD","Inh L1-3 VIP CBLN1","Inh L6 SST TH","Astro L1-6 FGFR3 AQP1","Exc L5 THEMIS RGPD6","Exc L5-6 FEZF2 OR1L8","Exc L5 FEZF2 RNF144A-AS1","Inh L2-3 SST NMU","Inh L3-5 SST CDH3","Inh L1-2 VIP EXPH5","Inh L3-5 SST OR5AH1P","Inh L1 PAX6 CHRFAM7A","Inh L1-3 VIP HSPB6","Exc L5 FEZF2 PKD2L1","Inh L1-2 PVALB CDK20","Inh L3-6 VIP ZIM2-AS1","Exc L5 FEZF2 CSN1S1","Oligo L2-6 OPALIN MAP6D1","Inh L1 SST P4HA3","Inh L3-6 VIP UG0898H09","Inh L1-3 VIP CHRNA2","Inh L1-2 VIP PTGER3","Inh L5-6 PVALB FAM150B","Exc L2 LINC00507 ATP7B","Inh L1-6 SST NPY","Inh L2-5 VIP BSPRY","Inh L1-2 SST PRRT4","Exc L5-6 FEZF2 CFTR","Inh L5-6 VIP COL4A3","Inh L1-2 VIP SCML4","Inh L3-6 PAX6 LINC01497","Exc L6 FEZF2 PDYN","Inh L1 LAMP5 PVRL2","Inh L1-6 VIP SLC7A6OS","Inh L2-5 VIP SOX11","VLMC L1-5 PDGFRA COLEC12","Exc L3-5 RORB LAMA4","Inh L1-5 VIP LINC01013","Inh L5-6 SST FBN2","Inh L1-5 VIP CD27-AS1","Exc L3-5 FEZF2 LINC01107","Inh L5-6 SST DNAJC14"
"701","700",0.791908514334161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395366152668071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202925208298448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215537113311096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180554860725064,0,5.26510418884209e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","701",0.33181437636385,0,0,0,0.356084786472749,0,0,0,0,1.27531953113906e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312100837163402,0,-7.77632721308345e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","702",-2.12719419670536e-19,0,0.298321818683783,2.03748940482147e-17,0.105527365354025,0,0,0,0,0,0,5.16891745902267e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59331499846733e-05,0,0,0,0,0,0,0.00118818183981569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37837411856244e-17,0,0,0,0,8.92677365450275e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594735744061256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704","703",0,0,0,0.000505881373224201,0,0.0319062699626187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400337938255959,0,0.0481587545945411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519091155813657,0,0,0,0,0,0,0,0
"705","704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026729605462366,0,0,0,0,0,0,2.70349086730322e-18,0,0,0,0,0,0,0,0,0.000148414853949167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019415347111063,0,0,0,0,0,0,0,0,0,0.351332699546895,0,0,0,0,0,0,0,0,0,0,1.21115863097738e-19,0,0,0,0,0.646310054833426,0,0,0,0,0,0,-3.62197602741683e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","705",4.55129453756144e-18,0,0.000136667157583175,0,0,0,0,0,0,0,0,0,0,0,0.0809389284419606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325912595980143,0,0,0,0,0,0.146387984118091,0,0,0,0,0,0,0,0,1.3778876350704e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01878089109055e-18,0,0.0627426067679586,0,0,0,0.0409197608168414,0,0,0,0,0,0,0,0,0,0,6.43635229662221e-19,0,0,0,0,0,0,0,0,0.342954465017729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99169969367875e-06,0
"707","706",-1.22904747529312e-17,0,0.0361623277646377,-2.65950190016824e-17,0,0,0,0,0,0,0,0,0,0,0.385452317343865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.73750878665534e-18,0,0,0,0,0,-4.99809133628442e-18,0,0,0,0,0,0,0,0,0,0,0,0,-7.13153295919028e-20,0,0,0,0,0,0,-3.08573177729147e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.66514021277259e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02913045437657,0,0,0,0.0795232797625694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469731620752358,0
"708","707",0.508088205297329,0,0,0,0.181586368579607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.93067498639689e-20,0,0,0.300712556162832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0027388242064e-19,0,0,0,0,0.00961286996023217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.10721417632551e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","708",1.28297195045412e-17,0,0,0,0,0.117083165011313,-1.04306617466742e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226889938194731,0,0.434950027410569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228222404756315,0,9.27436047542848e-18,0,0,0,0,0,0,0,0,0,0,0,0,-4.46593022420574e-19,0,0,0,0,0,0,0,0,0.22084864697863,0,0,0,0,0,0,0,0,0,0,-7.53883142997559e-18,0,0,0,0,0,0,0,0,0,0,0,0
"710","709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94459117869495e-07,0,0,0,0,1.28416744371404e-09,1.81262957662462e-18,0.0493721596277707,0,0,0,0,0.273481089085333,0,5.41681010691075e-08,0,0,0,0,0,-4.70911052104971e-22,0,0,0,0,0,7.34554379557482e-20,0,0,0.212598701943289,0,0,0,0,0,0,0,0,0,8.80275483723637e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.39607787617501e-19,0,0.0519210724249318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00618889275631e-18,0,0,0,0.15588918190214,0,0.255621374705155,0,0,0,0,0,0,0,0,0.000330710784678793,0,0,0,0,0,0,0,0,0,0,0.000785258735039523,0
"711","710",0.175769385812108,0,0,0,0.148763722478113,0,0,0,0,0,0,0.0364732188381724,0,0,0.216384875973669,0,0,0,0,0,0.0343223166426162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0843242467779e-09,0,0,0,0,0,0,0,0,0,0,0,0,0.0108846291638326,0,0,0,0,0,0.00433744558174342,0,0,0,0,0,0,0,0,0,5.44669074953376e-10,0,0,0,0,0,0,0,0,0,0,0,0,-1.04678451582692e-18,0,0,0,0,0,0,0,0,0,0,0.0112632249500635,0,0,0,0,0,0,0.101661332755099,0,0,0,0.260139846175589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","711",0.393077121864201,0,0,8.16088209291615e-05,0.241655105648528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600435958006088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187938738084394,0,0,0,0,0.356937113755264,0.0020567515929324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","712",0,0,0.00824248688385469,4.59619329974576e-18,0.0014833589224211,0,0,0,0,0,0,0,0,0,0,0.0303835258615892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225178657680732,0,-1.12690598404531e-17,0,0,0,0,0,0,0,0.501912834569463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23279913608194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714","713",0,0,0,0,0.180955494851664,0,0,0,0,0,0,0,0,0,0.127680708704971,0,0,0.158457382724603,0,0,0,0,0,0.0742785615499675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126943194563952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685193995626627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.52083077908482e-18,0,0,0,1.2542494991889e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768129406431752,9.83208647380102e-05,0.294567874858479,0,0,0,0,0.0164861422684876,0,0,0,0,0,0,0.00190291891344624,8.29325039428825e-05,0,0,0,0,0,1.78368643083937e-05,0,0
"715","714",0.491624701648305,0,0,0,0.138299608867857,0,7.09752304287895e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275174706409572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.87873864864499e-18,0,0,0,0,0,0,0,0.094900983074266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","715",-4.09528318626552e-17,0,0.252200727000296,-5.34026362372511e-18,0,0,0,0,0,0,-2.19858925584433e-18,0,0,0,0.145627129947572,0,0,0,0,0,0,0.000208439296593067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328692422469547,-2.39597456358773e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57068144235049e-18,0,0,0,0,0,-7.40225560806005e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548383787239864,0,0,0,0,0,0,0,0,0.000272340969417948,0,0,0,0,0,0,0,0,0,0,0.0204383332993025,0
"717","716",0,0,0,0,0,0,0.018950962373236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38516572684943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476349467121422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595406961310212,0,9.57509787546776e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","717",0.00622603946133095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797575214775931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913893322314012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35406879675999e-20,0,0,0,0,0.00012311674706424,0,0,0,0,0,0,0,0,0,0,-7.71926828441343e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719","718",8.93996505294372e-19,0,0,3.83525058652202e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816662718467289,0,0.00118665641473036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80112417658156,0,0,0,0,0,0,0,0.0192828405764529,0,0,0,0,0,0,0,0,0,0,0,0.0967017020746629,0
"720","719",0.0498666152667279,0,0,6.69961386536542e-05,0,0,0,0,0,0,0,0,0,0,0.198336350702114,0,0,0,0.122380231831176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07095205842727e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487119257670923,0,0,0,0,0,0,0,0,0,0,5.10635355573067e-18,0,0,0,2.71968192321775e-05,0,0.00973813920095238,0,0,0,0,0.13976222265392,0,0,0,0,0,0,0,0,0,0,0,0,-5.21866528764551e-20,0,0,0,0.00956628890887069,0,0.463400248196844,0,0,0,0,0,0,0,0,0.00197380818421456,0,0,0,0,0,0,0,0,0,0,1.6490464452199e-20,0
"721","720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336594642364344,0,0.0484680943183428,0,0,0,0,0,0.118046768883724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266466102969038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563653087405252,0,1.77524455163562e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00453493894942e-19,0,0,0,0,0,0,0,0,0,0,0,0
"722","721",0.0756608387718999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135103545260314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256868854279112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121837170945587,0,0.630614337520241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110972220740468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","722",0,0,0.775057900415055,0,0,4.83270585311802e-05,0,0,0,0,0,0,0,0,0.138307133400556,0,0,0,0,0,0.0338349574781159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296723296994382,0,0,0,0.0493889374568099,0,0,0,0,0,0.00039551122098786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301693548576355,0,0,0,0,0,0.00490145773841769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192323617081266,0,0,0,0,0,0,0,0,0.0638780291669841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215237189434463,0,0,0,0,0,0.415679628493531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725","724",4.01474120402428e-18,0,2.82404168083716e-19,7.24562074584999e-18,0,0,0,0,0,0,0,0,0,0,0.16826402052873,0,0,0,0,0,0,0,0,-1.68163788654013e-18,0,0,0.264469026285744,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86392447536894e-20,0,0,0.545212061603402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31098798486616e-08,0,0,0,-2.39777011797797e-19,0,0,0,0,0,0.000794349811872256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31110908544405e-18,0,0,0,0,0,0,0,0,-3.40149400663954e-19,0,0,9.1019903025337e-05,0,0.0211694287573473,0,0,0,0,0,0,0
"726","725",0,0,0.541687026185359,0,0.261770235141194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136867246238123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.65829897323135e-18,0,0,0,0,0,0,0,5.84831623847132e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596754924353239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727","726",0.000460702222449689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218121904124286,0.0382846607614094,0,0,0,0,0,0,0,0,0,0.00974015064993201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404780498083503,0,0,-5.20698641793318e-19,0,0,0,0,0,0,0.00222592366484277,0,0,0,0,0,0,0,0,0.146196841159404,0,0,0,0,0,0,0.580918791046276,0,0,0,0,0,1.90789171544711e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31349885001056e-06,0
"728","727",0,0,0,0.000822484352103993,0,0,0,0,0,0,0,2.39994514142642e-07,0,0,0,0,0,0,0,0,9.65425976998269e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67861888470453e-06,0,0,0,0,0.149067997759202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11788940675352,0,0.709661686245339,0,0,0,0,0,0,0,0,-2.02079796170559e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022459963678736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","728",0,0,0.395863008015769,0,0,0,4.92029172586487e-07,0,0,0,0,0,0,0,0.0181944550014655,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6794566246264e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93921647384206e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050003466820806,-1.893324452927e-19,0,0,0,7.13551930342486e-19,0,0,3.61533902445303e-06,0,0,0.299767477062866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85667112098187e-19,0,0,-1.47683935510686e-18,0,0.236167071752006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13978889970535e-07,0,0
"730","729",0,0,0,0,0,0,0,0,0,0,0,0,0,0.150532068953696,0.222609425697397,0,0,0,0,0,0.310535420556535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84729406078303e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151567155874687,0,0,0,0,0,-1.98979416296882e-17,0,0,0,0,0.000103147681498699,0,2.8761102668923e-18,0,0,0,0.203655087540198,0,0,0,0,0,0,3.61504422532378e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19467114864068e-05,0,0.112381335703313,0
"731","730",0,0,0.0232686680530351,0,0,0,0,0,0,0,0,0,0,0,0.0356960460986339,0,0,0,0,0,0,0.100915741762441,0,0,0,0,0,0,0,0,0,0,0,0,0.137691482300278,0,0,0,0,0,0,0,0,-8.55352856260231e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176398137066865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000283468842037929,0,0,0,0,0,-2.21415901888033e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000626394262517622,0,0.428551132870783,0,0,0,0,0,0,0,0,0.000148670596146084,0.096419693134774,0,0,0,0,0,0,0,0,0,5.65012488264557e-07,0
"732","731",0.012658706157404,0,0,0,0,0.0791567590295284,0,0,0,0,0,0,0,0,0.0747675292329514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151782963743663,0,0,0,0,0,3.76592051749259e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175039333664757,0,0,0,0,0,0,0,0,0.500396685173425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490537083900079,-9.45457145105361e-19,0,0,0,-1.73032190858255e-19,0,0,0,0,0,3.47311188887288e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125792104038152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","732",0,0,0.383008691487746,0,0,0,0,0,0,0,0,0,0,0,0.268602663533932,0,0,0.182034361867637,0,0,-1.86462383655899e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81283557153396e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344279169343303,0,0,0,0,0,0,0,0,0,7.08905307693494e-18,0,0,0,-6.816355423744e-19,0,-1.32517371675647e-18,0,0,0,0,0,0,0,7.28462565130001e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162911491417253,0,0,0,0,0,0,0,0,0,0,-6.72951260541582e-19,0,0,0,0,0,0,0,0,0,0,0,0
"734","733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197805750614468,0,0,0,0,5.23183545045654e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412385025135812,0,0,0,0,0,0,0,0.00935881055069318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47971069600035e-05,1.68552226443067e-06,0,0,0,0,0,0,0,0,0,0.0334413481601814,0.296282915243184,0,0,-1.17665113910907e-18,0,0,0,0,0,0.0375505136496113,0,0,0,0,0,0,0,0,0.189171462640269,0,0,0,0,3.03740006575219e-18,0,0,0,0.0543114940796141,0,0.112510990112109,0,0,0,0,0,-1.9745137809231e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.000252890043224386,0.0280236079283897,0
"735","734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12486890139363e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.55932621934568e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54239178025395e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00233860798487e-06,0,0.00478180089877841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995210196762614,0,0,0,0,0
